Datetime,BTC-USD,ETH-USD,XRP-USD,BNB-USD,SOL-USD,WBTC-USD,LINK-USD,AVAX-USD,LEO-USD,WSTETH-USD,BCH-USD,LTC-USD,DOT-USD,BGB-USD,WETH-USD,XMR-USD,WBT-USD,NEAR-USD,OKB-USD,GT-USD,ICP-USD,ETC-USD,AAVE-USD,TKX-USD,ATOM-USD,FTN-USD,FIL-USD,KCS-USD,MKR-USD,NEXO-USD,QNT-USD,WETH-USD.1,INJ-USD,WBNB-USD,RAY-USD,RETH-USD
2024-08-25 23:00:00,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2024-08-26 00:00:00,99.73403513899247,100.24162053912266,99.88968466179828,99.7491925044516,100.22512326886901,99.80789387193391,100.20004148891984,99.03105587075238,100.01030912711923,99.93856512221133,99.76730511385786,99.86068986988269,100.21756250140838,100.14738063332219,99.87278363372715,100.25662256511481,100.11351962858922,100.6218330729969,100.98252227718699,99.63220162889084,100.07245144213644,100.24040933855962,100.75420604954301,100.04577891992848,100.12456882827988,99.71206226724084,99.89959703552768,100.01666163289076,100.3989059782111,99.87707198132036,100.60046090522567,99.87278363372715,100.34203486354166,99.8170475542755,100.003422257035,99.76745389760441
2024-08-26 01:00:00,99.43902070318191,100.5687806138555,99.48395700363362,99.37765261317772,100.81362170578839,99.63358256850414,100.72552122704627,98.55371224323926,97.82367037040636,99.86219455250342,99.32674263813706,99.45954964470621,100.78256966239647,101.31677467995824,99.70074327233546,99.84723996239978,100.01317097983728,101.42163003346654,100.64042257037615,99.66796622091125,99.10225160493383,100.82341904308318,101.98024584280641,99.06366728922093,100.89789185909046,99.464251792753,99.33847984019893,100.24802689800372,100.81020134269949,99.44512570751259,101.35260168877416,99.70074327233546,101.767466364677,99.52223899692775,99.00420762281455,99.78805473338484
2024-08-26 02:00:00,99.63094953725053,100.44088164253502,99.44347759073209,99.27791207250618,100.95549745915022,99.61145630931927,100.81662183782746,98.80622015541549,97.49484115345075,99.6641349440517,99.31421337464194,99.28803581305756,100.65520185383373,101.37132123570366,99.42333293976829,98.14249953439672,100.26777177447484,101.21699560494847,100.55268963337029,99.12377053515574,98.92705797089602,100.62283129144775,101.84381715799816,101.15674305575587,100.99282461350396,99.64867824200671,99.13030330888465,100.15516698977265,100.65495010855794,99.37383436087006,101.53029200765884,99.42333293976829,101.27711962253802,99.09556556099939,99.06132749545203,99.77408040730523
2024-08-26 03:00:00,99.56389461368971,100.52670493688701,99.43622784308289,99.30349556370358,99.94585127755103,99.67224869379227,101.08042125650165,98.1404095164226,100.03559395162523,99.47748391799749,99.46246633456269,99.2793524620418,101.02988890080783,101.24532967576471,99.36125806955638,98.5611483756678,100.499357672094,101.73715337221672,101.02375506485483,99.24159367946098,99.14846599468606,100.71595686663213,101.78207251062172,100.7811400273827,101.49341391163328,99.53346608114974,99.1358398577875,100.39520004691592,101.07609907917588,99.37553813719563,101.61344803854539,99.36125806955638,101.41960964900144,98.98970041563521,100.05609384491163,99.77276461710149
2024-08-26 04:00:00,99.7133439822366,100.26236799979304,99.41628607146703,99.60662857947001,99.5588496199953,99.6683804037885,100.29282049784592,97.95289518725747,100.0624501590435,99.5838687608422,99.41287074029543,99.37754021844628,101.01862565687745,101.2839312255199,99.46646896503941,98.76221017112205,100.52095416204276,101.44769700400467,101.15884564521227,98.9580667301752,99.14208351190618,101.27271566017079,101.63179337353496,101.1277156317018,100.50350593186728,99.7438834514225,98.89336652664434,100.5586603128251,100.98504492024848,99.66621574128968,101.78615334450132,99.46646896503941,101.11715605921697,99.24232832912692,100.05507432142069,99.79191858947546
2024-08-26 05:00:00,99.64295725355194,100.5252923012003,99.60485895963541,100.44573419375612,100.13437765287397,99.74335074477094,100.30672943010723,97.5061029580888,102.39293972330523,99.5630219642661,99.57665382576086,99.50432809014431,101.4329646160471,101.14498380132488,99.48878875700483,98.60257606931111,100.21445813614653,101.80438881320245,100.90429732659479,98.32888226378985,99.34127887289387,101.49724693393803,101.64110004713092,100.79201977376323,100.98796216901702,99.73773438311979,98.39445813234211,100.6597596182084,101.01659961464567,99.89212623358864,102.07378385659842,99.48878875700483,100.61248487647131,99.64237078099346,100.91019187980957,99.70865100787371
2024-08-26 06:00:00,99.24604788971673,100.27464239639922,100.21718178276805,99.91509582275279,99.72684152722582,99.41397862608935,99.22797871347598,98.01335090936387,104.7996267230789,99.32673570826879,99.2402045686242,99.17235044255177,100.70123511387564,101.8635880406787,99.34740424869294,97.9347836447865,100.48169759627619,100.80791690584829,100.63213749111031,97.77742787960287,98.4275346805816,101.08487021033322,101.88772113120739,99.15684954011114,99.89200442218893,99.58451610085625,97.78315664902844,100.6913387390015,101.85207134538011,99.21919002682093,101.64349415084816,99.34740424869294,100.04466510344554,99.06353263780251,100.36593784697821,99.60492534032467
2024-08-26 07:00:00,99.13982293988417,100.16639847282416,100.39710173311282,99.56395619756874,99.77902404901505,99.30464750791911,98.83413468297148,97.79823982064262,107.36166313934875,99.18726823261805,99.32829116615291,99.11902027360156,99.8247878366148,101.62223035810774,99.23771653622235,98.4612636399765,100.46298885544296,100.9687003817156,100.53576335714361,97.47416748382751,98.47633470443469,101.01337950579723,103.21440862720927,100.55992332185046,99.69504011882518,99.60696355768674,98.05298030249504,100.78359204776822,101.59564186692644,99.3167684055904,101.76035218197084,99.23771653622235,100.23377754376351,98.58262836719089,100.95759068730001,99.22348512078648
2024-08-26 08:00:00,99.30062345955511,100.26307325151559,99.90389215360219,99.73828842321572,99.3863574256842,99.336627515812,97.54315140617189,98.17693192523372,109.95539900617075,99.19839103641894,98.97190613804538,99.58896510899363,100.27766057333628,101.26440863119703,99.2203518201743,97.42286365646618,100.65877617730645,101.73318328984939,100.87145044989838,97.3279235563002,98.81387663399312,101.17291878621081,102.33203573538373,102.23235119530013,100.11050858952196,100.0778517258229,98.54854154922039,100.53479901255736,101.98123504238083,99.70831241724794,101.53984724644336,99.2203518201743,100.58405529165427,98.6795467717616,100.7977476892483,99.24498989950317
