Datetime,AAVE-USD,ATOM-USD,AVAX-USD,BCH-USD,BGB-USD,BNB-USD,BTC-USD,DOT-USD,ETC-USD,ETH-USD,FIL-USD,FTN-USD,GT-USD,ICP-USD,INJ-USD,KCS-USD,LEO-USD,LINK-USD,LTC-USD,MKR-USD,NEAR-USD,NEXO-USD,OKB-USD,QNT-USD,RAY-USD,RETH-USD,SOL-USD,TKX-USD,WBNB-USD,WBT-USD,WBTC-USD,WETH-USD,WETH-USD.1,WSTETH-USD,XMR-USD,XRP-USD
2024-10-29 01:00:00,152.80691528320312,4.458607196807861,26.356172561645508,365.46795654296875,1.1732876300811768,603.42236328125,69836.53125,4.163036823272705,19.023801803588867,2581.000244140625,3.6305124759674072,2.6972005367279053,8.787636756896973,7.861161708831787,19.373641967773438,9.181079864501953,6.05254602432251,11.249456405639648,71.08114624023438,1115.0687255859375,4.34443473815918,0.9983228445053101,38.97385787963867,61.331214904785156,3.242103099822998,2825.20166015625,178.4929656982422,8.36933708190918,601.7713623046875,18.828344345092773,69702.1953125,2570.2841796875,2570.2841796875,3017.774169921875,163.30059814453125,0.5199663043022156
2024-10-29 02:00:00,152.30960083007812,4.47205114364624,26.352373123168945,364.62506103515625,1.1808044910430908,602.6636962890625,70119.7734375,4.162680625915527,19.011518478393555,2579.780517578125,3.6354830265045166,2.69240403175354,8.794147491455078,7.906201362609863,19.451576232910156,9.152124404907227,6.043592929840088,11.226014137268066,71.6651840209961,1120.8480224609375,4.349714756011963,0.99549400806427,39.11530303955078,61.300052642822266,3.2214548587799072,2854.458740234375,178.0026092529297,8.387435913085938,601.9030151367188,18.83112144470215,69837.2421875,2576.35595703125,2576.35595703125,3025.388671875,163.7096710205078,0.5206212401390076
2024-10-29 03:00:00,154.26312255859375,4.520738124847412,26.787179946899414,369.7740478515625,1.1874682903289795,606.0901489257812,71044.71875,4.186339378356934,19.200096130371094,2608.788330078125,3.667548179626465,2.6973283290863037,8.856839179992676,8.099132537841797,19.933364868164062,9.179527282714844,6.043776988983154,11.44237995147705,71.89036560058594,1119.888427734375,4.44100284576416,1.001369595527649,39.71487045288086,62.06204605102539,3.322269916534424,2859.791015625,180.33863830566406,8.381880760192871,606.00830078125,18.951831817626953,71038.6875,2601.626220703125,2601.626220703125,3080.004638671875,163.24444580078125,0.5230833888053894
2024-10-29 04:00:00,153.52041625976562,4.542419910430908,26.75003433227539,373.6212158203125,1.1855744123458862,604.3607788085938,70784.8046875,4.185710430145264,19.142311096191406,2605.00634765625,3.658639669418335,2.694416046142578,8.933810234069824,8.064188957214355,20.09213638305664,9.206602096557617,6.05169677734375,11.395015716552734,71.98098754882812,1121.8980712890625,4.4005632400512695,1.00373113155365,40.151611328125,61.85623550415039,3.3554534912109375,2866.548583984375,181.0815887451172,8.375994682312012,605.34619140625,18.823026657104492,70776.9453125,2602.67822265625,2602.67822265625,3079.042236328125,163.74081420898438,0.5224315524101257
2024-10-29 05:00:00,153.49468994140625,4.538212299346924,26.665700912475586,374.8260803222656,1.181635856628418,604.3619995117188,70898.7734375,4.173104763031006,19.153024673461914,2618.510986328125,3.6559982299804688,2.6897833347320557,8.91623306274414,8.050016403198242,19.97711944580078,9.203876495361328,6.050892353057861,11.469584465026855,71.90740203857422,1122.2550048828125,4.448695182800293,1.0039912462234497,40.148494720458984,61.86563491821289,3.431076765060425,2868.3408203125,181.23095703125,8.337799072265625,604.8572387695312,18.850709915161133,70835.859375,2614.022216796875,2614.022216796875,3089.54638671875,163.62913513183594,0.5230963230133057
2024-10-29 06:00:00,153.40579223632812,4.513211727142334,26.588926315307617,375.54217529296875,1.1816157102584839,604.606689453125,70882.1875,4.157076358795166,19.0676212310791,2616.47119140625,3.6459381580352783,2.689793825149536,8.891461372375488,7.991291522979736,19.843839645385742,9.219454765319824,6.051141738891602,11.487702369689941,71.92169952392578,1117.5489501953125,4.43234395980835,1.0013847351074219,40.099205017089844,61.94125747680664,3.27909779548645,2870.3564453125,180.4076385498047,8.377739906311035,604.3969116210938,18.851295471191406,70813.140625,2617.153076171875,2617.153076171875,3093.03857421875,163.89459228515625,0.5224948525428772
2024-10-29 07:00:00,153.1446075439453,4.5059990882873535,26.5749568939209,375.5263366699219,1.1755386590957642,604.322509765625,71122.875,4.146951675415039,19.092248916625977,2617.385498046875,3.64815616607666,2.6921463012695312,8.882246017456055,7.984393119812012,19.903959274291992,9.209381103515625,6.043954849243164,11.471430778503418,71.84538269042969,1115.1646728515625,4.419987201690674,1.0007120370864868,40.109920501708984,61.873870849609375,3.235919237136841,2870.32373046875,179.98739624023438,8.417070388793945,604.2212524414062,18.973390579223633,70967.6015625,2617.5546875,2617.5546875,3090.5380859375,164.25820922851562,0.5233855247497559
2024-10-29 08:00:00,153.6478729248047,4.487179279327393,26.485149383544922,375.52142333984375,1.175845742225647,603.4764404296875,70799.1953125,4.131232738494873,19.08843421936035,2608.80517578125,3.6262600421905518,2.6893820762634277,8.874418258666992,7.9922356605529785,19.732580184936523,9.16933822631836,6.043960094451904,11.456997871398926,72.21434783935547,1111.015380859375,4.425384521484375,0.9981374740600586,40.02549362182617,62.47136306762695,3.2318825721740723,2925.6181640625,179.7499237060547,8.364972114562988,603.94189453125,18.84827423095703,70774.7734375,2612.194580078125,2612.194580078125,3086.2080078125,164.25209045410156,0.5261455774307251
2024-10-29 09:00:00,153.86614990234375,4.493372440338135,26.576934814453125,378.24468994140625,1.1724636554718018,605.0205688476562,70998.6015625,4.129641532897949,19.174291610717773,2620.103759765625,3.6332759857177734,2.692277193069458,8.879589080810547,8.027112007141113,19.777448654174805,9.226818084716797,6.044095039367676,11.51504898071289,72.31815338134766,1113.282470703125,4.448119640350342,1.00064218044281,40.076202392578125,62.0321044921875,3.1746621131896973,2898.434326171875,180.72796630859375,8.801856994628906,604.5818481445312,18.876941680908203,70930.4296875,2616.841552734375,2616.841552734375,3092.59521484375,164.42138671875,0.5232978463172913
2024-10-29 10:00:00,154.29891967773438,4.481063365936279,26.52172088623047,380.244873046875,1.1736555099487305,605.1720581054688,71093.078125,4.1369500160217285,19.123842239379883,2618.777587890625,3.6367440223693848,2.686614513397217,8.870267868041992,8.024698257446289,19.972837448120117,9.219660758972168,6.043615818023682,11.469862937927246,72.15548706054688,1113.6707763671875,4.4521098136901855,1.0012401342391968,40.13174819946289,62.57114791870117,3.2225921154022217,2882.7333984375,180.64892578125,8.430670738220215,605.106201171875,18.924657821655273,70975.9765625,2617.619873046875,2617.619873046875,3093.760498046875,164.4829559326172,0.5232550501823425
